,drug_name,drug_name_full,rxcui,drug_class
1,quetiapine,{1 (24 HR quetiapine 200 MG Extended Release Oral Tablet) / 11 (24 HR quetiapine 300 MG Extended Release Oral Tablet) / 3 (24 HR quetiapine 50 MG Extended Release Oral Tablet) } Pack,1648646,antipsychotic
2,quetiapine,quetiapine 25 MG Oral Tablet [Seroquel],153638,antipsychotic
3,quetiapine,quetiapine 100 MG Oral Tablet [Seroquel],153639,antipsychotic
4,quetiapine,quetiapine 200 MG Oral Tablet [Seroquel],153640,antipsychotic
5,quetiapine,quetiapine 300 MG Oral Tablet [Seroquel],284509,antipsychotic
6,quetiapine,quetiapine 400 MG Oral Tablet [Seroquel],616485,antipsychotic
7,quetiapine,quetiapine 50 MG Oral Tablet [Seroquel],616489,antipsychotic
8,quetiapine,24 HR quetiapine 200 MG Extended Release Oral Tablet [Seroquel],721793,antipsychotic
9,quetiapine,24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel],721795,antipsychotic
10,quetiapine,24 HR quetiapine 400 MG Extended Release Oral Tablet [Seroquel],721797,antipsychotic
11,quetiapine,24 HR quetiapine 50 MG Extended Release Oral Tablet [Seroquel],853202,antipsychotic
12,quetiapine,24 HR quetiapine 150 MG Extended Release Oral Tablet [Seroquel],895671,antipsychotic
13,quetiapine,quetiapine 100 MG Oral Tablet,312743,antipsychotic
14,quetiapine,quetiapine 25 MG Oral Tablet,312744,antipsychotic
15,quetiapine,quetiapine 300 MG Oral Tablet,312745,antipsychotic
16,quetiapine,quetiapine 200 MG Oral Tablet,317174,antipsychotic
17,quetiapine,quetiapine 150 MG Oral Tablet,389201,antipsychotic
18,quetiapine,quetiapine 400 MG Oral Tablet,616483,antipsychotic
19,quetiapine,quetiapine 50 MG Oral Tablet,616487,antipsychotic
20,quetiapine,24 HR quetiapine 200 MG Extended Release Oral Tablet,721791,antipsychotic
21,quetiapine,24 HR quetiapine 300 MG Extended Release Oral Tablet,721794,antipsychotic
22,quetiapine,24 HR quetiapine 400 MG Extended Release Oral Tablet,721796,antipsychotic
23,quetiapine,24 HR quetiapine 50 MG Extended Release Oral Tablet,853201,antipsychotic
24,quetiapine,24 HR quetiapine 150 MG Extended Release Oral Tablet,895670,antipsychotic
0,thiothixene,thiothixene 10 MG Oral Capsule,313361,antipsychotic
1,thiothixene,thiothixene 1 MG Oral Capsule,313362,antipsychotic
2,thiothixene,thiothixene 20 MG Oral Capsule,313363,antipsychotic
3,thiothixene,thiothixene 2 MG Oral Capsule,313364,antipsychotic
4,thiothixene,thiothixene 5 MG Oral Capsule,313366,antipsychotic
5,thiothixene,thiothixene 5 MG/ML Oral Solution,313368,antipsychotic
0,risperidone,risperidone 1 MG Oral Tablet [Risperdal],104781,antipsychotic
1,risperidone,risperidone 2 MG Oral Tablet [Risperdal],104782,antipsychotic
2,risperidone,risperidone 3 MG Oral Tablet [Risperdal],104783,antipsychotic
3,risperidone,risperidone 4 MG Oral Tablet [Risperdal],104784,antipsychotic
4,risperidone,0.8 ML risperidone 150 MG/ML Prefilled Syringe [Perseris],2055672,antipsychotic
5,risperidone,0.6 ML risperidone 150 MG/ML Prefilled Syringe [Perseris],2055676,antipsychotic
6,risperidone,risperidone 1 MG/ML Oral Solution [Risperdal],211489,antipsychotic
7,risperidone,risperidone 0.25 MG Oral Tablet [Risperdal],262077,antipsychotic
8,risperidone,risperidone 0.5 MG Oral Tablet [Risperdal],262222,antipsychotic
9,risperidone,0.28 ML risperidone 357 MG/ML Prefilled Syringe [Uzedy],2636039,antipsychotic
10,risperidone,0.35 ML risperidone 357 MG/ML Prefilled Syringe [Uzedy],2636042,antipsychotic
11,risperidone,0.42 ML risperidone 357 MG/ML Prefilled Syringe [Uzedy],2636044,antipsychotic
12,risperidone,0.56 ML risperidone 357 MG/ML Prefilled Syringe [Uzedy],2636046,antipsychotic
13,risperidone,0.7 ML risperidone 357 MG/ML Prefilled Syringe [Uzedy],2636048,antipsychotic
14,risperidone,0.14 ML risperidone 357 MG/ML Prefilled Syringe [Uzedy],2636050,antipsychotic
15,risperidone,0.21 ML risperidone 357 MG/ML Prefilled Syringe [Uzedy],2636052,antipsychotic
16,risperidone,risperidone 12.5 MG Injection [Rykindo],2639732,antipsychotic
17,risperidone,risperidone 25 MG Injection [Rykindo],2639734,antipsychotic
18,risperidone,risperidone 37.5 MG Injection [Rykindo],2639736,antipsychotic
19,risperidone,risperidone 50 MG Injection [Rykindo],2639738,antipsychotic
20,risperidone,risperidone 12.5 MG Injection [Risperdal],706825,antipsychotic
21,risperidone,risperidone 37.5 MG Injection [Risperdal],706827,antipsychotic
22,risperidone,risperidone 50 MG Injection [Risperdal],706829,antipsychotic
23,risperidone,risperidone 25 MG Injection [Risperdal],706831,antipsychotic
24,risperidone,risperidone 6 MG Oral Tablet,153791,antipsychotic
25,risperidone,risperidone 1 MG/ML Oral Solution,199387,antipsychotic
26,risperidone,0.8 ML risperidone 150 MG/ML Prefilled Syringe,2055667,antipsychotic
27,risperidone,0.6 ML risperidone 150 MG/ML Prefilled Syringe,2055675,antipsychotic
28,risperidone,0.28 ML risperidone 357 MG/ML Prefilled Syringe,2636033,antipsychotic
29,risperidone,0.35 ML risperidone 357 MG/ML Prefilled Syringe,2636041,antipsychotic
30,risperidone,0.42 ML risperidone 357 MG/ML Prefilled Syringe,2636043,antipsychotic
31,risperidone,0.56 ML risperidone 357 MG/ML Prefilled Syringe,2636045,antipsychotic
32,risperidone,0.7 ML risperidone 357 MG/ML Prefilled Syringe,2636047,antipsychotic
33,risperidone,0.14 ML risperidone 357 MG/ML Prefilled Syringe,2636049,antipsychotic
34,risperidone,0.21 ML risperidone 357 MG/ML Prefilled Syringe,2636051,antipsychotic
35,risperidone,risperidone 0.25 MG Oral Tablet,312828,antipsychotic
36,risperidone,risperidone 0.5 MG Oral Tablet,312829,antipsychotic
37,risperidone,risperidone 1 MG Oral Tablet,312830,antipsychotic
38,risperidone,risperidone 2 MG Oral Tablet,312831,antipsychotic
39,risperidone,risperidone 3 MG Oral Tablet,312832,antipsychotic
40,risperidone,risperidone 4 MG Oral Tablet,314211,antipsychotic
41,risperidone,risperidone 1 MG Disintegrating Oral Tablet,401953,antipsychotic
42,risperidone,risperidone 2 MG Disintegrating Oral Tablet,401954,antipsychotic
43,risperidone,risperidone 25 MG Injection,402010,antipsychotic
44,risperidone,risperidone 37.5 MG Injection,402011,antipsychotic
45,risperidone,risperidone 50 MG Injection,402012,antipsychotic
46,risperidone,risperidone 0.5 MG Disintegrating Oral Tablet,403825,antipsychotic
47,risperidone,risperidone 3 MG Disintegrating Oral Tablet,616698,antipsychotic
48,risperidone,risperidone 4 MG Disintegrating Oral Tablet,616705,antipsychotic
49,risperidone,risperidone 0.25 MG Disintegrating Oral Tablet,645037,antipsychotic
50,risperidone,risperidone 12.5 MG Injection,706822,antipsychotic
0,zuclopenthixol,zuclopenthixol 50 MG/ML Injectable Solution,248373,antipsychotic
1,zuclopenthixol,zuclopenthixol 200 MG/ML Injectable Solution,248374,antipsychotic
2,zuclopenthixol,zuclopenthixol 10 MG Oral Tablet,248376,antipsychotic
3,zuclopenthixol,zuclopenthixol 25 MG Oral Tablet,248377,antipsychotic
4,zuclopenthixol,zuclopenthixol 2 MG Oral Tablet,249811,antipsychotic
0,flupentixol,flupenthixol 0.5 MG Oral Tablet,245966,antipsychotic
1,flupentixol,flupenthixol 3 MG Oral Tablet,245967,antipsychotic
2,flupentixol,flupenthixol 1 MG Oral Tablet,250798,antipsychotic
0,carbamazepine,carbamazepine 200 MG Oral Tablet [Epitol],211817,mood_stabilizer
1,carbamazepine,20 ML carbamazepine 10 MG/ML Injection [Carnexiv],2119862,mood_stabilizer
2,carbamazepine,carbamazepine 20 MG/ML Oral Suspension [Tegretol],308971,mood_stabilizer
3,carbamazepine,carbamazepine 200 MG Oral Tablet [Tegretol],308972,mood_stabilizer
4,carbamazepine,carbamazepine 100 MG Chewable Tablet [Tegretol],308974,mood_stabilizer
5,carbamazepine,12 HR carbamazepine 200 MG Extended Release Oral Capsule [Carbatrol],308977,mood_stabilizer
6,carbamazepine,12 HR carbamazepine 300 MG Extended Release Oral Capsule [Carbatrol],313931,mood_stabilizer
7,carbamazepine,12 HR carbamazepine 100 MG Extended Release Oral Capsule [Carbatrol],404742,mood_stabilizer
8,carbamazepine,12 HR carbamazepine 100 MG Extended Release Oral Capsule [Equetro],672908,mood_stabilizer
9,carbamazepine,12 HR carbamazepine 300 MG Extended Release Oral Capsule [Equetro],672909,mood_stabilizer
10,carbamazepine,12 HR carbamazepine 200 MG Extended Release Oral Capsule [Equetro],672910,mood_stabilizer
11,carbamazepine,12 HR carbamazepine 100 MG Extended Release Oral Tablet [Tegretol],866303,mood_stabilizer
12,carbamazepine,12 HR carbamazepine 200 MG Extended Release Oral Tablet [Tegretol],866305,mood_stabilizer
13,carbamazepine,12 HR carbamazepine 400 MG Extended Release Oral Tablet [Tegretol],866307,mood_stabilizer
14,carbamazepine,carbamazepine 125 MG Rectal Suppository,103941,mood_stabilizer
15,carbamazepine,carbamazepine 250 MG Rectal Suppository,103942,mood_stabilizer
16,carbamazepine,carbamazepine 400 MG Oral Tablet,141952,mood_stabilizer
17,carbamazepine,carbamazepine 100 MG Oral Tablet,197441,mood_stabilizer
18,carbamazepine,carbamazepine 200 MG Chewable Tablet,197442,mood_stabilizer
19,carbamazepine,12 HR carbamazepine 100 MG Extended Release Oral Tablet,199378,mood_stabilizer
20,carbamazepine,12 HR carbamazepine 300 MG Extended Release Oral Capsule,200131,mood_stabilizer
21,carbamazepine,12 HR carbamazepine 200 MG Extended Release Oral Capsule,200133,mood_stabilizer
22,carbamazepine,20 ML carbamazepine 10 MG/ML Injection,2119860,mood_stabilizer
23,carbamazepine,carbamazepine 100 MG Chewable Tablet,308973,mood_stabilizer
24,carbamazepine,carbamazepine 20 MG/ML Oral Suspension,308976,mood_stabilizer
25,carbamazepine,carbamazepine 200 MG Oral Tablet,308979,mood_stabilizer
26,carbamazepine,12 HR carbamazepine 100 MG Extended Release Oral Capsule,388311,mood_stabilizer
27,carbamazepine,12 HR carbamazepine 200 MG Extended Release Oral Tablet,402505,mood_stabilizer
28,carbamazepine,12 HR carbamazepine 400 MG Extended Release Oral Tablet,402506,mood_stabilizer
29,carbamazepine,carbamazepine 300 MG Extended Release Oral Tablet,434285,mood_stabilizer
30,carbamazepine,carbamazepine 150 MG Extended Release Oral Tablet,434286,mood_stabilizer
31,carbamazepine,carbamazepine 600 MG Extended Release Oral Tablet,434287,mood_stabilizer
0,divalproex,valproic acid 50 MG/ML Oral Solution [Depakene],1099689,mood_stabilizer
1,divalproex,5 ML valproic acid 100 MG/ML Injection,1099648,mood_stabilizer
2,divalproex,valproic acid 125 MG Delayed Release Oral Capsule,1099656,mood_stabilizer
3,divalproex,valproic acid 250 MG Delayed Release Oral Capsule,1099670,mood_stabilizer
4,divalproex,valproic acid 250 MG Oral Capsule,1099681,mood_stabilizer
5,divalproex,valproic acid 50 MG/ML Oral Solution,1099687,mood_stabilizer
6,divalproex,valproic acid 500 MG Delayed Release Oral Capsule,1099691,mood_stabilizer
7,divalproex,valproic acid 100 MG Oral Tablet,1099703,mood_stabilizer
8,divalproex,valproic acid 150 MG Delayed Release Oral Capsule,1099766,mood_stabilizer
9,divalproex,valproic acid 200 MG Delayed Release Oral Tablet,1099772,mood_stabilizer
10,divalproex,valproic acid 40 MG/ML Oral Solution,1099853,mood_stabilizer
0,lamotrigine,"{14 (lamotrigine 100 MG Oral Tablet [Subvenite]) / 84 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Green (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone and Not Taking Valproate)]",2003797,mood_stabilizer
1,lamotrigine,"{7 (lamotrigine 100 MG Oral Tablet [Subvenite]) / 42 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Orange (for Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Valproate)]",2003798,mood_stabilizer
2,lamotrigine,{35 (lamotrigine 25 MG Oral Tablet [Subvenite]) } Pack [Subvenite Blue (for Patients Taking Valproate)],2003799,mood_stabilizer
3,lamotrigine,{35 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Blue (For Patients Taking Valproate)],795772,mood_stabilizer
4,lamotrigine,"{7 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 42 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Orange (For Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",795774,mood_stabilizer
5,lamotrigine,"{14 (lamotrigine 100 MG Oral Tablet [Lamictal]) / 84 (lamotrigine 25 MG Oral Tablet [Lamictal]) } Pack [Lamictal Green (For Patients Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Rifampin and Not Taking Valproate)]",795778,mood_stabilizer
6,lamotrigine,{21 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 7 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Blue Patient Titration Kit (for Patients Taking Valproate)],851749,mood_stabilizer
7,lamotrigine,{7 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Orange Patient Titration Kit (For Patients Not Taking Enzyme-Inducing Drugs or Valproate)],851751,mood_stabilizer
8,lamotrigine,{14 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 42 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Green Titration Kit (for Patients Taking Enzyme-Inducing Drugs and Not Taking Valproate)],851753,mood_stabilizer
9,lamotrigine,"{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Green Patient Titration Kit (for Patients Taking Carbamazepine, Phenytoin, Phenobarbital, or Primidone, and Not Taking Valproate)]",900866,mood_stabilizer
10,lamotrigine,"{7 (24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Orange Patient Titration Kit (for Patients Not Taking Carbamazepine, Phenytoin, Phenobarbital, Primidone, or Valproate)]",900891,mood_stabilizer
11,lamotrigine,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)],900984,mood_stabilizer
12,lamotrigine,{35 (lamotrigine 25 MG Oral Tablet) } Pack,751139,mood_stabilizer
13,lamotrigine,{7 (lamotrigine 100 MG Oral Tablet) / 42 (lamotrigine 25 MG Oral Tablet) } Pack,751563,mood_stabilizer
14,lamotrigine,{14 (lamotrigine 100 MG Oral Tablet) / 84 (lamotrigine 25 MG Oral Tablet) } Pack,753451,mood_stabilizer
